,측정일자,도로변구분,측정소명,미세먼지(㎍/㎥),오존(ppm),이산화질소농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm)
6747,20221016,일반도로,시흥대로,0,0.0,0.0,0.0,0.0
6749,20221016,일반도로,화랑로,32,0.011,0.03,0.5,0.003
6750,20221015,전용차로,정릉로,34,0.019,0.033,0.6,0.003
6752,20221015,일반도로,청계천로,37,0.023,0.028,0.5,0.004
6756,20221015,일반도로,종로,31,0.02,0.026,0.5,0.003
6757,20221015,경계,행주,35,0.024,0.012,0.8,0.003
6761,20221015,경계,항동,35,0.026,0.014,0.3,0.003
6762,20221015,일반도로,신촌로,37,0.015,0.034,0.6,0.003
6763,20221015,일반도로,화랑로,28,0.017,0.034,0.5,0.003
6764,20221015,전용차로,강변북로,39,0.013,0.037,0.5,0.003
6765,20221015,중앙차로,공항대로,39,0.018,0.033,0.5,0.003
6766,20221015,경계,세곡,31,0.01,0.03,0.9,0.003
6767,20221015,일반도로,한강대로,37,0.022,0.033,0.6,0.002
6768,20221015,일반도로,홍릉로,38,0.018,0.031,0.5,0.004
6769,20221015,중앙차로,동작대로,36,0.018,0.039,0.6,0.003
6770,20221015,일반도로,영등포로,35,0.02,0.032,0.6,0.003
6771,20221015,일반도로,시흥대로,0,0.0,0.0,0.0,0.0
6772,20221015,일반도로,천호대로,29,0.014,0.035,0.5,0.003
6773,20221015,일반도로,도산대로,36,0.018,0.032,0.6,0.003
6774,20221015,중앙차로,강남대로,33,0.011,0.038,0.8,0.003
6775,20221014,경계,세곡,27,0.007,0.03,0.9,0.003
6776,20221014,경계,항동,27,0.018,0.019,0.4,0.003
6777,20221014,일반도로,신촌로,33,0.009,0.041,0.7,0.003
6778,20221014,일반도로,천호대로,26,0.009,0.034,0.5,0.003
6781,20221014,일반도로,홍릉로,30,0.012,0.033,0.5,0.003
6782,20221014,일반도로,도산대로,28,0.014,0.033,0.5,0.002
6785,20221014,중앙차로,강남대로,29,0.008,0.038,0.7,0.003
6786,20221014,일반도로,화랑로,25,0.008,0.038,0.5,0.003
6787,20221014,전용차로,정릉로,29,0.009,0.038,0.6,0.003
6788,20221014,전용차로,강변북로,33,0.01,0.039,0.5,0.003
6790,20221014,일반도로,시흥대로,0,0.0,0.0,0.0,0.0
6791,20221014,중앙차로,동작대로,32,0.012,0.044,0.6,0.003
6792,20221014,경계,행주,29,0.014,0.023,0.8,0.003
6793,20221014,일반도로,한강대로,35,0.017,0.036,0.6,0.002
6794,20221014,일반도로,청계천로,33,0.014,0.035,0.7,0.004
6795,20221014,일반도로,영등포로,29,0.013,0.038,0.5,0.003
6796,20221014,일반도로,종로,26,0.013,0.03,0.6,0.004
6797,20221014,중앙차로,공항대로,33,0.01,0.04,0.5,0.003
6800,20221013,전용차로,정릉로,22,0.012,0.036,0.6,0.003
6801,20221013,일반도로,신촌로,24,0.014,0.037,0.6,0.003
6802,20221013,일반도로,화랑로,20,0.011,0.036,0.5,0.003
6803,20221013,일반도로,천호대로,22,0.011,0.03,0.4,0.003
6804,20221013,일반도로,도산대로,23,0.013,0.031,0.5,0.002
6805,20221013,중앙차로,강남대로,23,0.008,0.033,0.7,0.003
6806,20221013,일반도로,한강대로,26,0.016,0.036,0.5,0.002
6807,20221013,일반도로,청계천로,27,0.013,0.036,0.7,0.003
6808,20221013,일반도로,종로,22,0.013,0.031,0.6,0.003
6813,20221013,일반도로,시흥대로,0,0.0,0.0,0.0,0.0
6814,20221013,중앙차로,동작대로,28,0.011,0.04,0.6,0.003
6815,20221013,일반도로,영등포로,24,0.014,0.036,0.5,0.003
6816,20221013,중앙차로,공항대로,27,0.013,0.038,0.5,0.002
6817,20221013,경계,항동,20,0.018,0.018,0.3,0.003
6821,20221013,경계,행주,22,0.02,0.02,0.7,0.003
6822,20221013,경계,세곡,20,0.009,0.023,0.8,0.003
6823,20221013,전용차로,강변북로,25,0.008,0.037,0.4,0.003
6824,20221013,일반도로,홍릉로,28,0.011,0.033,0.5,0.003
6826,20221012,일반도로,영등포로,26,0.014,0.032,0.5,0.003
6827,20221012,중앙차로,동작대로,26,0.012,0.036,0.6,0.003
6829,20221012,일반도로,시흥대로,0,0.0,0.0,0.0,0.0
6830,20221012,일반도로,천호대로,24,0.011,0.029,0.4,0.003
6831,20221012,경계,행주,23,0.013,0.025,0.7,0.003
6832,20221012,경계,세곡,20,0.01,0.019,0.7,0.003
6834,20221012,일반도로,화랑로,21,0.009,0.032,0.5,0.003
6837,20221012,일반도로,도산대로,22,0.013,0.027,0.5,0.003
6838,20221012,전용차로,정릉로,23,0.012,0.031,0.5,0.003
6840,20221012,일반도로,종로,22,0.011,0.028,0.6,0.003
6841,20221012,중앙차로,강남대로,22,0.009,0.03,0.6,0.003
6842,20221012,전용차로,강변북로,26,0.011,0.031,0.3,0.003
6843,20221012,일반도로,한강대로,31,0.014,0.033,0.6,0.002
6844,20221012,일반도로,청계천로,28,0.011,0.034,0.7,0.003
6845,20221012,경계,항동,20,0.018,0.022,0.3,0.003
6847,20221012,일반도로,신촌로,28,0.014,0.033,0.6,0.003
6848,20221012,일반도로,홍릉로,28,0.011,0.029,0.4,0.003
6849,20221012,중앙차로,공항대로,26,0.014,0.033,0.5,0.002
6850,20221011,일반도로,천호대로,17,0.016,0.022,0.4,0.002
6851,20221011,일반도로,도산대로,17,0.018,0.018,0.5,0.002
6853,20221011,중앙차로,강남대로,19,0.014,0.022,0.5,0.003
6854,20221011,일반도로,영등포로,17,0.019,0.019,0.4,0.003
6855,20221011,일반도로,한강대로,17,0.021,0.018,0.4,0.002
6856,20221011,일반도로,청계천로,19,0.021,0.016,0.4,0.003
6857,20221011,일반도로,종로,16,0.022,0.011,0.4,0.002
6858,20221011,전용차로,정릉로,19,0.016,0.023,0.4,0.002
6859,20221011,중앙차로,공항대로,18,0.02,0.02,0.3,0.002
6860,20221011,일반도로,신촌로,22,0.014,0.026,0.5,0.003
6861,20221011,일반도로,시흥대로,0,0.0,0.0,0.0,0.0
6862,20221011,경계,세곡,18,0.012,0.016,0.6,0.003
6863,20221011,일반도로,화랑로,16,0.017,0.024,0.4,0.003
6864,20221011,중앙차로,동작대로,20,0.017,0.023,0.4,0.002
6867,20221011,경계,행주,14,0.024,0.005,0.6,0.002
6872,20221011,경계,항동,15,0.027,0.01,0.1,0.003
6873,20221011,일반도로,홍릉로,19,0.02,0.016,0.4,0.003
6874,20221011,전용차로,강변북로,22,0.017,0.019,0.2,0.003
6875,20221010,경계,항동,7,0.033,0.006,0.1,0.003
6876,20221010,일반도로,천호대로,15,0.025,0.013,0.3,0.002
6877,20221010,일반도로,도산대로,8,0.026,0.009,0.4,0.002
6878,20221010,중앙차로,강남대로,9,0.022,0.013,0.3,0.002
6879,20221010,일반도로,시흥대로,0,0.0,0.0,0.0,0.0
6880,20221010,중앙차로,동작대로,14,0.024,0.015,0.4,0.002
6884,20221010,일반도로,영등포로,12,0.021,0.017,0.4,0.003
6885,20221010,중앙차로,공항대로,9,0.028,0.011,0.2,0.002
6886,20221010,일반도로,한강대로,9,0.026,0.012,0.3,0.002
6887,20221010,일반도로,청계천로,12,0.027,0.011,0.3,0.003
6888,20221010,일반도로,화랑로,9,0.023,0.017,0.3,0.002
6889,20221010,일반도로,종로,9,0.026,0.009,0.3,0.003
6890,20221010,전용차로,강변북로,11,0.021,0.016,0.2,0.003
6891,20221010,경계,세곡,7,0.015,0.011,0.5,0.002
6892,20221010,경계,행주,9,0.027,0.002,0.5,0.002
6896,20221010,일반도로,신촌로,14,0.021,0.017,0.4,0.002
6897,20221010,전용차로,정릉로,10,0.023,0.013,0.3,0.002
6898,20221010,일반도로,홍릉로,11,0.025,0.011,0.3,0.003
6902,20221009,경계,항동,8,0.032,0.008,0.2,0.003
6903,20221009,전용차로,강변북로,9,0.02,0.019,0.2,0.003
6904,20221009,일반도로,종로,10,0.02,0.019,0.4,0.003
6905,20221009,일반도로,청계천로,10,0.024,0.015,0.3,0.003
6906,20221009,전용차로,정릉로,12,0.019,0.02,0.4,0.002
6907,20221009,일반도로,시흥대로,0,0.0,0.0,0.0,0.0
6908,20221009,일반도로,한강대로,15,0.026,0.015,0.4,0.002
6909,20221009,일반도로,신촌로,11,0.024,0.018,0.3,0.002
6911,20221009,중앙차로,동작대로,12,0.023,0.02,0.4,0.002
6914,20221009,일반도로,화랑로,10,0.017,0.021,0.4,0.002
6915,20221009,일반도로,영등포로,11,0.021,0.02,0.4,0.003
6916,20221009,중앙차로,공항대로,9,0.028,0.014,0.3,0.002
6917,20221009,중앙차로,강남대로,8,0.019,0.018,0.4,0.002
6918,20221009,일반도로,도산대로,8,0.024,0.013,0.5,0.002
6919,20221009,일반도로,천호대로,11,0.023,0.014,0.3,0.002
6920,20221009,일반도로,홍릉로,10,0.025,0.013,0.3,0.003
6921,20221009,경계,세곡,8,0.017,0.009,0.5,0.003
6922,20221009,경계,행주,10,0.024,0.01,0.6,0.002
6925,20221008,경계,항동,9,0.026,0.015,0.2,0.003
6928,20221008,일반도로,한강대로,16,0.023,0.021,0.4,0.002
6929,20221008,일반도로,청계천로,10,0.023,0.018,0.3,0.003
6930,20221008,일반도로,종로,12,0.018,0.023,0.4,0.003
6933,20221008,경계,세곡,9,0.012,0.015,0.6,0.003
6934,20221008,경계,행주,15,0.017,0.017,0.6,0.003
6936,20221008,일반도로,시흥대로,0,0.0,0.0,0.0,0.0
6939,20221008,중앙차로,동작대로,15,0.018,0.028,0.4,0.002
6940,20221008,일반도로,영등포로,10,0.02,0.023,0.4,0.003
6941,20221008,중앙차로,공항대로,14,0.019,0.024,0.4,0.002
6942,20221008,일반도로,신촌로,10,0.026,0.015,0.3,0.002
6943,20221008,일반도로,홍릉로,11,0.021,0.018,0.3,0.003
6944,20221008,전용차로,정릉로,12,0.017,0.024,0.4,0.002
6945,20221008,전용차로,강변북로,8,0.026,0.012,0.2,0.003
6946,20221008,일반도로,화랑로,10,0.013,0.028,0.4,0.003
6947,20221008,중앙차로,강남대로,10,0.012,0.025,0.5,0.003
6948,20221008,일반도로,도산대로,9,0.023,0.015,0.5,0.002
6949,20221008,일반도로,천호대로,11,0.016,0.023,0.3,0.002
6951,20221007,경계,행주,10,0.026,0.004,0.5,0.003
6952,20221007,중앙차로,강남대로,13,0.012,0.023,0.5,0.003
6953,20221007,일반도로,도산대로,11,0.015,0.018,0.5,0.002
6954,20221007,일반도로,천호대로,12,0.014,0.022,0.3,0.003
6955,20221007,중앙차로,공항대로,16,0.02,0.018,0.3,0.002
6957,20221007,경계,항동,10,0.027,0.01,0.1,0.003
6959,20221007,일반도로,영등포로,12,0.018,0.018,0.4,0.003
6960,20221007,중앙차로,동작대로,14,0.017,0.023,0.4,0.002
6961,20221007,일반도로,홍릉로,12,0.018,0.015,0.3,0.004
6962,20221007,전용차로,정릉로,11,0.017,0.017,0.4,0.002
6963,20221007,전용차로,강변북로,9,0.019,0.013,0.2,0.003
6964,20221007,일반도로,화랑로,11,0.016,0.021,0.3,0.003
6965,20221007,일반도로,시흥대로,0,0.0,0.0,0.0,0.0
6966,20221007,일반도로,종로,10,0.02,0.01,0.3,0.003
6967,20221007,일반도로,청계천로,13,0.02,0.014,0.3,0.003
6968,20221007,일반도로,한강대로,13,0.019,0.017,0.4,0.002
6970,20221007,경계,세곡,11,0.01,0.019,0.5,0.002
6973,20221007,일반도로,신촌로,16,0.014,0.024,0.5,0.003
6975,20221006,일반도로,종로,9,0.011,0.016,0.4,0.003
6976,20221006,일반도로,화랑로,9,0.008,0.025,0.4,0.003
6977,20221006,일반도로,영등포로,12,0.01,0.02,0.4,0.003
6978,20221006,중앙차로,동작대로,14,0.011,0.025,0.4,0.002
6979,20221006,일반도로,시흥대로,11,0.008,0.026,0.4,0.003
6981,20221006,경계,행주,9,0.016,0.008,0.5,0.003
6982,20221006,일반도로,한강대로,15,0.013,0.018,0.4,0.002
6984,20221006,중앙차로,강남대로,10,0.01,0.02,0.5,0.003
6986,20221006,경계,항동,13,0.017,0.013,0.2,0.003
6988,20221006,일반도로,도산대로,8,0.014,0.015,0.5,0.002
6989,20221006,일반도로,천호대로,10,0.012,0.017,0.3,0.003
6991,20221006,일반도로,홍릉로,10,0.013,0.016,0.3,0.004
6994,20221006,경계,세곡,8,0.008,0.016,0.6,0.002
6995,20221006,중앙차로,공항대로,16,0.01,0.021,0.3,0.002
6996,20221006,전용차로,정릉로,9,0.011,0.018,0.3,0.002
6997,20221006,전용차로,강변북로,6,0.015,0.012,0.2,0.003
6998,20221006,일반도로,신촌로,12,0.013,0.017,0.4,0.003
6999,20221006,일반도로,청계천로,10,0.014,0.016,0.4,0.003
7000,20221005,일반도로,영등포로,23,0.015,0.023,0.5,0.003
7001,20221005,일반도로,신촌로,24,0.014,0.024,0.5,0.003
7002,20221005,일반도로,홍릉로,14,0.017,0.015,0.3,0.004
7003,20221005,전용차로,정릉로,15,0.012,0.021,0.4,0.002
7004,20221005,전용차로,강변북로,19,0.014,0.021,0.3,0.003
7005,20221005,일반도로,화랑로,12,0.012,0.023,0.4,0.002
7009,20221005,중앙차로,강남대로,20,0.014,0.022,0.6,0.003
7011,20221005,경계,항동,21,0.028,0.012,0.2,0.003
7012,20221005,일반도로,한강대로,26,0.018,0.017,0.4,0.001
7013,20221005,일반도로,청계천로,20,0.017,0.018,0.4,0.003
7014,20221005,일반도로,종로,19,0.016,0.018,0.4,0.003
7015,20221005,일반도로,도산대로,19,0.017,0.019,0.6,0.002
7017,20221005,일반도로,천호대로,16,0.013,0.02,0.3,0.003
7018,20221005,경계,세곡,19,0.012,0.016,0.7,0.002
7019,20221005,경계,행주,18,0.021,0.011,0.5,0.003
7022,20221005,일반도로,시흥대로,22,0.017,0.025,0.4,0.003
7023,20221005,중앙차로,동작대로,25,0.017,0.026,0.5,0.003
7024,20221005,중앙차로,공항대로,22,0.018,0.02,0.4,0.002
7026,20221004,중앙차로,공항대로,16,0.022,0.012,0.4,0.002
7027,20221004,일반도로,영등포로,16,0.017,0.016,0.5,0.003
7028,20221004,중앙차로,동작대로,17,0.017,0.019,0.4,0.002
7029,20221004,일반도로,시흥대로,14,0.02,0.015,0.4,0.003
7030,20221004,일반도로,천호대로,17,0.013,0.018,0.4,0.003
7031,20221004,일반도로,도산대로,14,0.019,0.012,0.6,0.002
7032,20221004,중앙차로,강남대로,17,0.016,0.017,0.6,0.002
7033,20221004,일반도로,종로,15,0.02,0.01,0.4,0.003
7034,20221004,일반도로,청계천로,19,0.018,0.012,0.4,0.003
7035,20221004,일반도로,한강대로,16,0.02,0.012,0.4,0.001
7039,20221004,경계,세곡,16,0.012,0.015,0.7,0.002
7040,20221004,경계,행주,15,0.023,0.004,0.5,0.002
7044,20221004,경계,항동,14,0.03,0.009,0.3,0.003
7045,20221004,일반도로,신촌로,20,0.014,0.02,0.6,0.003
7046,20221004,일반도로,홍릉로,17,0.016,0.014,0.4,0.005
7047,20221004,전용차로,정릉로,17,0.013,0.018,0.4,0.002
7048,20221004,전용차로,강변북로,23,0.013,0.021,0.4,0.003
7049,20221004,일반도로,화랑로,16,0.013,0.023,0.4,0.002
7050,20221003,일반도로,화랑로,16,0.011,0.028,0.4,0.003
7051,20221003,일반도로,천호대로,18,0.014,0.022,0.4,0.003
7052,20221003,중앙차로,공항대로,15,0.021,0.016,0.3,0.002
7053,20221003,일반도로,영등포로,18,0.015,0.023,0.5,0.003
7055,20221003,중앙차로,동작대로,20,0.015,0.022,0.5,0.002
7056,20221003,일반도로,시흥대로,15,0.019,0.018,0.3,0.003
7058,20221003,전용차로,강변북로,0,0.015,0.019,0.4,0.003
7059,20221003,일반도로,한강대로,23,0.016,0.019,0.5,0.001
7060,20221003,일반도로,청계천로,17,0.016,0.019,0.5,0.003
7061,20221003,일반도로,종로,20,0.015,0.02,0.5,0.003
7062,20221003,경계,세곡,15,0.014,0.012,0.7,0.002
7063,20221003,전용차로,정릉로,19,0.013,0.024,0.5,0.002
7064,20221003,일반도로,홍릉로,19,0.014,0.02,0.4,0.005
7065,20221003,경계,행주,18,0.018,0.013,0.6,0.002
7068,20221003,일반도로,신촌로,18,0.016,0.02,0.5,0.003
7069,20221003,중앙차로,강남대로,10,0.017,0.014,0.6,0.002
7073,20221003,경계,항동,13,0.028,0.009,0.3,0.003
7074,20221003,일반도로,도산대로,13,0.017,0.017,0.7,0.002
7075,20221002,전용차로,강변북로,0,0.029,0.02,0.4,0.003
7076,20221002,경계,세곡,40,0.015,0.02,0.8,0.002
7077,20221002,경계,행주,35,0.026,0.016,0.7,0.003
7081,20221002,경계,항동,36,0.035,0.02,0.4,0.003
7082,20221002,일반도로,도산대로,35,0.032,0.019,0.7,0.002
7083,20221002,중앙차로,공항대로,36,0.031,0.027,0.5,0.002
7084,20221002,일반도로,한강대로,35,0.032,0.023,0.5,0.001
7089,20221002,일반도로,청계천로,33,0.03,0.022,0.5,0.003
7090,20221002,일반도로,종로,32,0.023,0.027,0.6,0.003
7091,20221002,일반도로,신촌로,33,0.035,0.021,0.5,0.003
7092,20221002,일반도로,화랑로,30,0.016,0.03,0.5,0.003
7093,20221002,중앙차로,강남대로,38,0.021,0.027,0.7,0.003
7094,20221002,일반도로,시흥대로,40,0.019,0.04,0.7,0.003
7095,20221002,중앙차로,동작대로,36,0.027,0.031,0.6,0.003
7096,20221002,일반도로,영등포로,36,0.03,0.029,0.6,0.003
7097,20221002,전용차로,정릉로,34,0.021,0.027,0.5,0.003
7098,20221002,일반도로,천호대로,32,0.026,0.022,0.4,0.003
7099,20221002,일반도로,홍릉로,31,0.031,0.019,0.4,0.005
7100,20221001,중앙차로,강남대로,77,0.031,0.045,0.9,0.003
7101,20221001,경계,행주,51,0.036,0.027,0.8,0.003
7102,20221001,일반도로,홍릉로,48,0.039,0.037,0.6,0.004
7103,20221001,중앙차로,동작대로,69,0.039,0.056,0.8,0.003
7104,20221001,전용차로,정릉로,46,0.035,0.043,0.6,0.003
7105,20221001,경계,세곡,72,0.025,0.029,0.9,0.003
7106,20221001,일반도로,도산대로,72,0.042,0.041,0.9,0.003
7107,20221001,경계,항동,77,0.045,0.033,0.6,0.003
7109,20221001,일반도로,신촌로,58,0.033,0.051,0.8,0.004
7113,20221001,일반도로,천호대로,49,0.029,0.045,0.6,0.003
7115,20221001,일반도로,한강대로,61,0.04,0.044,0.6,0.001
7116,20221001,일반도로,시흥대로,81,0.034,0.055,0.8,0.004
7117,20221001,일반도로,종로,45,0.035,0.036,0.6,0.003
7119,20221001,일반도로,화랑로,43,0.032,0.045,0.6,0.003
7121,20221001,일반도로,청계천로,53,0.04,0.038,0.6,0.003
7122,20221001,일반도로,영등포로,61,0.045,0.046,0.8,0.004
7123,20221001,중앙차로,공항대로,58,0.042,0.043,0.6,0.003
7124,20221001,전용차로,강변북로,0,0.031,0.049,0.6,0.003
7125,20220930,일반도로,한강대로,61,0.04,0.041,0.7,0.001
7126,20220930,중앙차로,강남대로,61,0.025,0.051,0.9,0.003
7127,20220930,일반도로,신촌로,56,0.034,0.048,0.8,0.003
7128,20220930,일반도로,도산대로,61,0.041,0.036,0.8,0.003
7129,20220930,일반도로,천호대로,45,0.029,0.049,0.6,0.003
7130,20220930,일반도로,종로,51,0.039,0.033,0.6,0.003
7131,20220930,일반도로,청계천로,57,0.041,0.038,0.7,0.003
7136,20220930,경계,항동,64,0.051,0.029,0.6,0.003
7137,20220930,중앙차로,공항대로,55,0.034,0.043,0.6,0.003
7138,20220930,일반도로,화랑로,44,0.032,0.051,0.6,0.003
7139,20220930,일반도로,영등포로,53,0.047,0.042,0.7,0.004
7140,20220930,전용차로,강변북로,0,0.026,0.047,0.6,0.003
7141,20220930,중앙차로,동작대로,57,0.032,0.059,0.8,0.003
7142,20220930,경계,세곡,62,0.02,0.038,0.9,0.003
7143,20220930,경계,행주,51,0.04,0.024,0.7,0.003
7144,20220930,일반도로,시흥대로,67,0.034,0.057,0.8,0.004
7145,20220930,전용차로,정릉로,45,0.031,0.046,0.7,0.003
7147,20220930,일반도로,홍릉로,48,0.041,0.036,0.6,0.004
7150,20220929,전용차로,정릉로,54,0.022,0.047,0.7,0.003
7153,20220929,전용차로,강변북로,122,0.023,0.049,0.6,0.003
7154,20220929,일반도로,홍릉로,50,0.036,0.035,0.5,0.003
7155,20220929,일반도로,천호대로,49,0.029,0.04,0.6,0.003
7156,20220929,일반도로,도산대로,74,0.039,0.037,0.8,0.003
7157,20220929,중앙차로,강남대로,69,0.024,0.047,0.9,0.003
7161,20220929,경계,항동,65,0.047,0.022,0.6,0.003
7162,20220929,일반도로,신촌로,74,0.038,0.048,0.8,0.004
7163,20220929,일반도로,시흥대로,73,0.035,0.05,0.7,0.004
7164,20220929,중앙차로,동작대로,59,0.038,0.051,0.8,0.003
7165,20220929,경계,행주,65,0.057,0.013,0.7,0.003
7166,20220929,일반도로,종로,57,0.038,0.031,0.7,0.003
7167,20220929,경계,세곡,67,0.025,0.029,0.8,0.003
7168,20220929,일반도로,영등포로,77,0.046,0.041,0.8,0.004
7169,20220929,일반도로,화랑로,43,0.031,0.042,0.6,0.003
7170,20220929,일반도로,청계천로,71,0.04,0.036,0.7,0.004
7171,20220929,중앙차로,공항대로,70,0.046,0.039,0.6,0.003
7172,20220929,일반도로,한강대로,78,0.046,0.036,0.7,0.002
7175,20220928,일반도로,청계천로,37,0.02,0.041,0.6,0.004
7176,20220928,일반도로,신촌로,35,0.019,0.045,0.6,0.003
7177,20220928,일반도로,종로,29,0.018,0.036,0.6,0.003
7178,20220928,일반도로,한강대로,38,0.019,0.041,0.6,0.001
7179,20220928,중앙차로,공항대로,37,0.027,0.042,0.6,0.003
7180,20220928,일반도로,영등포로,36,0.019,0.043,0.6,0.004
7181,20220928,중앙차로,동작대로,32,0.018,0.047,0.7,0.003
7183,20220928,일반도로,시흥대로,36,0.02,0.047,0.7,0.004
7187,20220928,일반도로,화랑로,24,0.009,0.04,0.5,0.003
7188,20220928,전용차로,강변북로,25,0.011,0.041,0.5,0.003
7189,20220928,전용차로,정릉로,30,0.014,0.044,0.5,0.003
7190,20220928,일반도로,홍릉로,31,0.02,0.034,0.4,0.003
7191,20220928,경계,항동,34,0.027,0.027,0.5,0.003
7195,20220928,경계,행주,35,0.024,0.032,0.7,0.003
7196,20220928,경계,세곡,27,0.018,0.029,0.7,0.003
7197,20220928,일반도로,천호대로,24,0.008,0.036,0.5,0.003
7198,20220928,일반도로,도산대로,32,0.02,0.034,0.7,0.002
7199,20220928,중앙차로,강남대로,28,0.012,0.042,0.8,0.004
7200,20220927,경계,항동,28,0.045,0.027,0.4,0.003
7204,20220927,경계,행주,35,0.043,0.02,0.6,0.003
7205,20220927,경계,세곡,28,0.03,0.036,0.6,0.003
7206,20220927,전용차로,강변북로,22,0.015,0.043,0.5,0.003
7207,20220927,전용차로,정릉로,26,0.017,0.039,0.5,0.003
7208,20220927,일반도로,홍릉로,27,0.022,0.031,0.4,0.003
7209,20220927,일반도로,천호대로,26,0.015,0.036,0.5,0.003
7210,20220927,일반도로,시흥대로,38,0.019,0.068,0.7,0.004
7211,20220927,일반도로,종로,25,0.017,0.033,0.6,0.003
7212,20220927,일반도로,청계천로,28,0.021,0.037,0.6,0.003
7213,20220927,일반도로,한강대로,35,0.022,0.039,0.6,0.001
7218,20220927,일반도로,화랑로,25,0.013,0.039,0.5,0.003
7219,20220927,일반도로,영등포로,30,0.026,0.039,0.6,0.004
7220,20220927,일반도로,신촌로,30,0.021,0.04,0.6,0.003
7221,20220927,중앙차로,공항대로,39,0.025,0.041,0.5,0.003
7222,20220927,중앙차로,동작대로,30,0.017,0.048,0.6,0.003
7223,20220927,중앙차로,강남대로,27,0.013,0.041,0.7,0.003
7224,20220927,일반도로,도산대로,25,0.023,0.032,0.7,0.002
7225,20220926,중앙차로,공항대로,31,0.023,0.035,0.4,0.003
7226,20220926,전용차로,강변북로,23,0.02,0.035,0.4,0.003
7227,20220926,일반도로,화랑로,25,0.018,0.039,0.5,0.003
7228,20220926,경계,항동,26,0.031,0.024,0.3,0.003
7232,20220926,경계,행주,25,0.027,0.016,0.5,0.003
7233,20220926,경계,세곡,25,0.02,0.029,0.5,0.003
7236,20220926,일반도로,한강대로,36,0.045,0.031,0.4,0.001
7238,20220926,일반도로,청계천로,28,0.028,0.03,0.5,0.003
7240,20220926,일반도로,종로,24,0.027,0.024,0.5,0.004
7241,20220926,일반도로,천호대로,27,0.015,0.037,0.5,0.003
7242,20220926,일반도로,도산대로,25,0.023,0.03,0.5,0.003
7243,20220926,중앙차로,강남대로,25,0.013,0.04,0.6,0.004
7244,20220926,일반도로,신촌로,30,0.021,0.038,0.6,0.003
7245,20220926,일반도로,시흥대로,31,0.01,0.039,0.6,0.004
7246,20220926,중앙차로,동작대로,29,0.02,0.044,0.6,0.003
7247,20220926,일반도로,영등포로,27,0.029,0.032,0.5,0.004
7248,20220926,전용차로,정릉로,27,0.018,0.04,0.5,0.003
7249,20220926,일반도로,홍릉로,28,0.026,0.029,0.4,0.003
7252,20220925,일반도로,화랑로,20,0.024,0.023,0.4,0.002
7253,20220925,전용차로,정릉로,24,0.023,0.026,0.5,0.002
7254,20220925,일반도로,시흥대로,25,0.023,0.032,0.5,0.003
7255,20220925,중앙차로,동작대로,27,0.026,0.03,0.5,0.002
7256,20220925,경계,행주,24,0.027,0.013,0.5,0.003
7257,20220925,일반도로,영등포로,26,0.03,0.025,0.5,0.004
7261,20220925,경계,항동,22,0.033,0.015,0.3,0.003
7262,20220925,일반도로,천호대로,31,0.021,0.024,0.4,0.003
7263,20220925,일반도로,도산대로,25,0.026,0.022,0.5,0.003
7264,20220925,중앙차로,강남대로,23,0.018,0.028,0.6,0.003
7265,20220925,전용차로,강변북로,22,0.026,0.021,0.4,0.003
7266,20220925,일반도로,신촌로,28,0.027,0.025,0.5,0.003
7267,20220925,일반도로,홍릉로,23,0.029,0.018,0.4,0.003
7268,20220925,중앙차로,공항대로,27,0.029,0.023,0.4,0.002
7269,20220925,경계,세곡,22,0.027,0.017,0.4,0.003
7270,20220925,일반도로,한강대로,0,0.0,0.0,0.0,0.0
7271,20220925,일반도로,청계천로,23,0.032,0.019,0.4,0.003
7272,20220925,일반도로,종로,22,0.027,0.019,0.4,0.003
7275,20220924,일반도로,화랑로,19,0.021,0.024,0.4,0.002
7276,20220924,중앙차로,공항대로,23,0.024,0.02,0.3,0.002
7277,20220924,일반도로,신촌로,26,0.022,0.023,0.5,0.003
7279,20220924,일반도로,종로,19,0.026,0.014,0.4,0.003
7280,20220924,경계,행주,17,0.027,0.008,0.4,0.003
7283,20220924,일반도로,한강대로,0,0.0,0.0,0.0,0.0
7284,20220924,일반도로,청계천로,21,0.03,0.015,0.3,0.003
7286,20220924,일반도로,영등포로,19,0.025,0.02,0.4,0.004
7287,20220924,일반도로,도산대로,19,0.025,0.017,0.4,0.003
7288,20220924,일반도로,천호대로,21,0.019,0.025,0.4,0.003
7289,20220924,일반도로,홍릉로,21,0.026,0.016,0.3,0.002
7290,20220924,경계,세곡,19,0.021,0.019,0.3,0.003
7291,20220924,전용차로,정릉로,21,0.021,0.023,0.4,0.002
7292,20220924,중앙차로,강남대로,20,0.016,0.026,0.5,0.003
7293,20220924,중앙차로,동작대로,21,0.024,0.023,0.4,0.003
7294,20220924,일반도로,시흥대로,18,0.023,0.021,0.3,0.003
7296,20220924,경계,항동,16,0.028,0.013,0.2,0.003
7299,20220924,전용차로,강변북로,19,0.022,0.02,0.3,0.003
7304,20220923,일반도로,한강대로,0,0.0,0.0,0.0,0.0
7305,20220923,일반도로,청계천로,24,0.031,0.016,0.3,0.003
7306,20220923,일반도로,종로,29,0.021,0.021,0.4,0.003
7307,20220923,일반도로,신촌로,32,0.02,0.031,0.6,0.003
